class,petal-shape,petal-surface,petal-color,petal-secondary-color,thorns,scent,fruit-taste,fruit-spacing,fruit-size,fruit-color,root,stem,stem-surface-primary,stem-surface-secondary,seed-color,seed-size,reproductive-organ-color,reproductive-organ,receptacle-shape,seed-dispersal,population,habitat
p,x,s,n,w,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,y,n,w,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,y,e,w,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,y,n,p,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
e,b,s,n,o,f,n,a,c,b,y,?,e,s,s,o,p,n,o,p,n,c,l
p,f,s,n,p,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
e,x,s,n,o,f,n,a,c,b,o,?,e,s,s,o,p,n,o,p,n,v,l
p,f,y,e,p,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,f,y,n,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,y,e,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,s,n,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,y,e,w,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,x,s,n,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,f,s,n,w,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,y,e,w,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,f,s,n,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,s,n,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,f,s,n,w,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,y,e,w,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,s,e,p,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,y,e,w,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,s,e,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,s,e,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,f,y,n,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,x,y,e,w,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,k,s,e,w,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,k,s,n,w,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,y,n,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,x,s,e,p,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,y,e,w,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,y,e,w,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,f,y,n,p,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,f,s,e,w,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,s,n,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
e,x,f,w,w,f,n,f,w,b,w,?,e,k,k,w,p,w,t,p,w,n,g
p,f,y,n,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,s,n,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,x,s,e,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,f,s,n,p,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,f,s,n,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,y,e,w,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,x,s,e,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,s,n,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,k,s,n,p,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,f,y,n,w,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,x,s,n,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,f,y,e,p,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,s,e,p,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
p,f,s,n,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,f,y,n,p,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,k,y,n,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,f,y,n,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,s,n,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,x,s,e,p,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,f,s,n,p,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,f,s,n,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,f,s,e,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,f,y,n,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,f,s,n,p,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
p,f,y,n,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,f,s,e,p,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,s,e,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,y,e,w,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,f,s,n,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,y,e,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,y,e,w,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,s,n,p,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,f,y,n,w,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,f,y,e,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,y,e,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,y,n,w,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,f,y,n,p,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,y,e,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,f,y,n,p,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,s,n,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,s,n,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,f,y,e,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,x,y,e,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,x,s,e,w,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,f,s,e,w,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,f,y,e,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,x,y,e,w,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,x,y,e,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,x,s,n,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,s,e,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,k,s,e,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
e,x,s,c,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,w,v,p
p,x,s,e,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,s,n,w,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,s,n,p,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,y,n,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,y,e,p,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,s,e,w,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,x,y,e,p,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,x,s,e,p,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,s,n,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
p,x,y,e,w,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,f,s,e,w,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,f,s,n,w,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,y,e,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,x,y,e,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,k,s,e,w,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,f,y,n,w,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,f,s,n,w,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,x,s,e,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,f,s,n,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,f,s,e,w,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,f,y,e,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
e,b,f,w,w,f,n,f,w,b,g,?,e,s,s,w,p,w,t,p,w,n,g
p,x,y,e,w,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,y,e,p,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,f,y,e,w,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,y,e,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
e,k,f,w,w,f,n,f,w,b,g,?,e,k,s,w,p,w,t,p,w,s,g
p,x,s,n,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,s,n,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,x,s,n,p,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,f,s,e,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,x,s,n,w,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,s,n,w,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,x,s,e,w,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,k,s,n,w,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,y,e,w,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,x,s,e,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,y,e,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,x,s,e,w,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,x,s,e,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,s,e,w,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,x,s,e,w,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,f,y,e,w,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,x,s,n,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,f,s,n,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,x,s,e,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,s,e,p,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,x,s,n,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,f,y,e,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,x,s,n,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,k,s,n,p,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,s,e,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,f,s,e,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,f,y,e,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,k,s,n,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,y,n,w,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,s,e,w,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,x,y,e,w,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,f,s,e,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,f,y,e,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,f,s,n,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,s,n,p,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,x,y,e,w,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,x,y,e,p,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,s,e,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,k,y,e,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,y,e,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,k,y,n,w,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,x,s,e,w,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,x,y,e,w,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,s,n,p,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,y,n,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,s,e,p,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
e,b,s,g,w,f,n,f,w,b,w,?,e,s,k,w,p,w,t,p,w,n,g
p,x,y,e,p,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,x,s,e,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,f,y,e,p,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,s,e,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,f,y,e,p,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,f,y,e,w,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,x,s,n,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,y,n,w,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
e,k,s,w,w,f,n,f,w,b,g,?,e,k,s,w,p,w,t,p,w,s,g
p,f,y,e,w,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,x,s,e,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,f,y,n,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,f,y,n,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,x,s,e,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,y,e,w,f,y,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,y,e,p,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,s,n,w,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,x,y,e,p,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,f,y,e,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
e,b,f,g,w,f,n,f,w,b,p,?,e,k,s,w,p,w,t,p,w,n,g
p,k,y,e,w,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,x,y,e,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,k,s,e,w,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,s,n,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
e,k,s,w,w,f,n,f,w,b,g,?,e,s,k,w,p,w,t,p,w,s,g
p,f,s,e,p,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,s,n,p,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,k,s,e,w,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,k,y,n,w,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,k,y,e,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,x,s,e,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,f,s,e,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,y,e,p,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,x,y,e,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,y,n,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,x,y,e,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,f,y,n,w,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,y,e,w,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,k,y,n,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,s,e,w,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,x,s,n,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,f,y,n,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,s,e,w,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,x,s,e,p,f,y,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,s,n,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,y,n,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,y,e,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,s,e,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,y,e,p,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,f,s,e,p,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,y,e,w,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,x,s,n,p,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,f,s,n,w,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,x,s,n,p,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,f,y,n,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,k,y,n,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,x,s,e,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,f,y,n,w,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,x,y,e,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,y,e,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,x,y,e,w,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,f,y,e,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,y,e,w,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,f,s,e,w,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,k,y,e,w,f,y,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,x,s,e,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
e,k,s,g,w,f,n,f,w,b,g,?,e,k,s,w,p,w,t,p,w,s,g
p,x,s,n,p,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,s,e,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,f,s,n,p,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,s,e,p,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,y,n,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,x,s,e,w,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,x,s,e,w,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,x,s,e,w,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,s,e,p,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,f,s,e,p,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,x,s,e,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,s,n,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,f,s,n,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,k,y,n,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,x,y,e,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,x,s,n,p,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,s,e,p,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
e,b,s,w,w,f,n,f,w,b,p,?,e,k,k,w,p,w,t,p,w,s,g
p,f,s,e,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,x,s,e,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,x,y,e,w,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,y,n,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,f,s,e,p,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,f,y,n,w,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,y,e,w,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
p,f,s,n,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,x,y,e,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,f,s,n,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,x,s,n,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,s,e,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,x,s,n,w,f,s,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,f,s,e,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,y,e,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,f,y,n,w,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
p,x,y,e,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,f,s,n,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,s,n,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,x,s,n,w,f,y,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,s,e,w,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,k,y,n,p,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,x,y,e,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,y,e,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,k,s,n,p,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
p,x,s,e,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,x,s,e,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,f,y,n,w,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,s,e,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,f,s,e,p,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,f,s,n,w,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,f,y,e,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,f,y,e,p,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,k,s,e,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,x,s,n,w,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,y,n,p,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,s,e,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,k,s,n,w,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
p,f,y,n,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,x,y,e,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,x,y,e,w,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,p
p,x,s,e,p,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,f,y,n,p,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,f,y,n,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,f,y,e,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,k,y,n,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,s,n,p,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
p,x,s,e,p,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,s,n,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,f,y,e,w,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,k,y,e,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
e,x,f,g,w,f,n,f,w,b,w,?,e,s,k,w,p,w,t,p,w,s,g
p,f,y,e,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,x,s,e,w,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,x,s,e,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
